X..name,mass,radius,orbital_period,eccentricity,discovered,detection_type,mass_detection_type,radius_detection_type,ra,dec,star_distance,star_metallicity,star_mass,star_radius,star_age,star_teff,detection,mass_group,radius_group,star_mass_group,star_radius_group,discovery_group,metallicity_group,temperature_group
Kepler-806 b,NA,0.102,8.09219642,NA,2016,Primary Transit,,,296.007043,44.853443,260,0,0.99,1.16,NA,5770,Primary Transit,NA,small planet,low mass star,large star,After 2013,Metal Poor Star,Colder than Sun
Kepler-807 b,NA,0.93,117.93108781,NA,2016,Primary Transit,,,289.020172,48.119812,1312,-0.04,1.04,1.06,NA,5965,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-808 b,NA,0.13,0.63133235,NA,2016,Primary Transit,,,291.59409,48.445614,321,0.05,0.76,0.71,NA,4653,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-809 b,NA,0.269,55.63934,NA,2016,Primary Transit,,,289.083643,48.018131,933,0.04,0.99,0.98,NA,5734,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-81 b,NA,0.2269,5.954893,0,2013,Primary Transit,,,293.636963,42.82497,NA,-0.2,0.648,0.578,NA,4391,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-81 c,NA,0.2188,12.039901,0,2013,Primary Transit,,,293.636963,42.82497,NA,-0.2,0.648,0.578,NA,4391,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-81 d,NA,0.108,20.837846,NA,2014,Primary Transit,,,293.636963,42.82497,NA,-0.2,0.648,0.578,NA,4391,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-810 b,NA,0.172,4.59725385,NA,2016,Primary Transit,,,296.614859,48.082645,1554,0.1,1.03,1.04,NA,5803,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-811 b,NA,0.241,23.58447697,NA,2016,Primary Transit,,,285.424273,47.834614,847,0.05,1.01,1.24,NA,5747,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Colder than Sun
Kepler-812 b,NA,0.317,10.11716531,NA,2016,Primary Transit,,,288.85529,48.208538,1482,0.02,1.45,1.71,NA,6761,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-813 b,NA,0.191,19.12947337,NA,2016,Primary Transit,,,285.662694,48.435371,840,-0.13,0.95,0.93,NA,5743,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-814 b,NA,0.189,6.1469851,NA,2016,Primary Transit,,,284.910486,48.431644,1327,0.01,1.15,1.22,NA,6162,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-815 b,NA,0.367,8.57503552,NA,2016,Primary Transit,,,285.22111,47.881382,1199,-0.03,1.25,3.42,NA,5028,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Colder than Sun
Kepler-816 b,NA,0.914,10.50682565,NA,2016,Primary Transit,,,293.362842,39.212452,1059,0.16,0.9,0.85,NA,5286,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-817 b,NA,0.806,3.99010623,NA,2016,Primary Transit,,,296.081856,39.161617,1401,0.02,1.03,1.03,NA,5861,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-818 b,NA,0.456,10.03538581,NA,2016,Primary Transit,,,296.235105,39.370343,967,-0.08,0.94,0.92,NA,5638,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-819 b,NA,0.246,33.1995648,NA,2016,Primary Transit,,,295.370797,39.177218,722,-0.06,0.86,0.81,NA,5279,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-82 b,NA,0.367,26.443794,0,2011,Primary Transit,,Primary Transit,292.87338255,42.966137,NA,0.15,0.85,0.945,NA,5428,Primary Transit,NA,small planet,low mass star,small star,2008-2012,Metal Rich Star,Colder than Sun
Kepler-82 c,NA,0.503,51.531855,0,2011,Primary Transit,,Primary Transit,292.87338255,42.966137,NA,0.15,0.85,0.945,NA,5428,Primary Transit,NA,small planet,low mass star,small star,2008-2012,Metal Rich Star,Colder than Sun
Kepler-82 d,NA,0.158,2.382961,NA,2011,Primary Transit,,,292.87338255,42.966137,NA,0.15,0.85,0.945,NA,5428,Primary Transit,NA,small planet,low mass star,small star,2008-2012,Metal Rich Star,Colder than Sun
Kepler-82 e,NA,0.22,5.902206,NA,2011,Primary Transit,,,292.87338255,42.966137,NA,0.15,0.85,0.945,NA,5428,Primary Transit,NA,small planet,low mass star,small star,2008-2012,Metal Rich Star,Colder than Sun
Kepler-820 b,NA,0.543,127.8338098,NA,2016,Primary Transit,,,291.020145,39.220678,989,0.09,1.23,1.36,NA,6260,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-821 b,NA,0.117,1.92279873,NA,2016,Primary Transit,,,285.617437,39.37953,619,-0.03,0.84,0.8,NA,5191,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-822 b,NA,0.158,3.22296927,NA,2016,Primary Transit,,,292.276118,39.550179,956,0.04,1.06,1.08,NA,5928,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-823 b,NA,0.14,4.16809082,NA,2016,Primary Transit,,,284.582577,39.220204,896,0.06,0.98,0.96,NA,5643,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-824 b,NA,0.167,4.51436633,NA,2016,Primary Transit,,,290.477412,39.732009,1352,0.14,1.15,1.22,NA,6035,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-825 b,NA,0.136,3.77360059,NA,2016,Primary Transit,,,294.769908,39.398514,820,-0.08,1.03,1.08,NA,5976,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-825 c,NA,0.164,8.1818246,NA,2016,Primary Transit,,,294.769908,39.398514,820,-0.08,1.03,1.08,NA,5976,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-826 b,NA,0.112,4.48758907,NA,2016,Primary Transit,,,284.860139,39.240548,649,-0.12,1.05,1.15,NA,6079,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-827 b,NA,0.502,51.92927591,NA,2016,Primary Transit,,,294.966046,42.708569,1352,-0.06,0.93,0.91,NA,5602,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-828 b,NA,0.135,0.56785714,NA,2016,Primary Transit,,,286.887275,42.471256,625,-0.02,0.81,0.77,NA,5039,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-829 b,NA,0.188,6.88337562,NA,2016,Primary Transit,,,282.332793,42.463825,954,0.03,0.98,0.97,NA,5698,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-83 b,NA,0.209,9.770513,0,2013,Primary Transit,,,282.232513,43.66563,NA,-0.2,0.664,0.539,NA,4164,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-83 c,NA,0.1733,20.08976,0,2013,Primary Transit,,,282.232513,43.66563,NA,-0.2,0.664,0.539,NA,4164,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-83 d,NA,0.173,5.169796,NA,2014,Primary Transit,,,282.232513,43.66563,NA,-0.2,0.664,0.539,NA,4164,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-830 b,NA,0.152,11.29695137,NA,2016,Primary Transit,,,295.054286,42.756847,1122,-0.02,1.07,1.11,NA,6037,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-831 b,NA,0.113,5.62153941,NA,2016,Primary Transit,,,294.985491,42.727669,577,0.02,0.99,0.97,NA,5732,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-832 b,NA,0.184,7.1396941,NA,2016,Primary Transit,,,295.926094,45.383862,1346,-0.08,0.92,0.9,NA,5596,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-833 b,NA,0.18,18.7546998,NA,2016,Primary Transit,,,290.479954,45.6007,421,-0.18,0.64,0.62,NA,4339,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-834 b,NA,0.18,13.32388301,NA,2016,Primary Transit,,,287.054516,45.180374,620,-0.13,0.7,0.66,NA,4554,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-835 b,NA,0.249,11.41909375,NA,2016,Primary Transit,,,283.574233,45.734802,2011,0.08,1.08,1.11,NA,5954,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-836 b,NA,0.244,11.36112327,NA,2016,Primary Transit,,,287.452778,45.704399,1003,-0.01,1.03,1.04,NA,5895,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-837 b,NA,0.228,16.56059504,NA,2016,Primary Transit,,,285.24667,45.950195,846,-0.18,0.85,0.81,NA,5403,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-838 b,NA,0.244,15.74957994,NA,2016,Primary Transit,,,285.435512,45.976021,1210,-0.06,0.98,0.96,NA,5770,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-839 b,NA,0.229,37.8144514,NA,2016,Primary Transit,,,291.074676,45.242584,833,0.29,1.22,1.31,NA,6058,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-84 b,NA,0.1965,8.725854,0,2013,Primary Transit,,,298.252045,40.496078,NA,-0.2,1.022,1.035,NA,6015,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-84 c,NA,0.2144,12.882525,0,2013,Primary Transit,,,298.252045,40.496078,NA,-0.2,1.022,1.035,NA,6015,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-84 d,NA,0.123,4.224537,NA,2014,Primary Transit,,,298.252045,40.496078,NA,-0.2,1.022,1.035,NA,6015,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-84 e,NA,0.232,27.434389,NA,2014,Primary Transit,,,298.252045,40.496078,NA,-0.2,1.022,1.035,NA,6015,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-84 f,NA,0.196,44.552169,NA,2014,Primary Transit,,,298.252045,40.496078,NA,-0.2,1.022,1.035,NA,6015,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-840 b,NA,1.523,2.49577962,NA,2016,Primary Transit,,,296.507394,49.457291,778,0,1.04,1.06,NA,5920,Primary Transit,NA,large planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-841 b,NA,0.467,124.4198398,NA,2016,Primary Transit,,,284.251306,48.809612,1052,-0.09,0.85,0.81,NA,5324,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-842 b,NA,0.143,1.21956827,NA,2016,Primary Transit,,,292.328581,49.653538,552,-0.02,0.78,0.73,NA,4848,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-843 b,NA,0.231,2.05387982,NA,2016,Primary Transit,,,296.321994,48.971478,1247,0.05,1.02,1.03,NA,5830,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-844 b,NA,0.15,2.61302086,NA,2016,Primary Transit,,,287.857729,48.774113,394,-0.24,0.59,0.57,NA,4128,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-845 b,NA,0.182,0.92785982,NA,2016,Primary Transit,,,290.957565,49.203812,471,0.01,0.79,0.75,NA,4913,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-846 b,NA,0.221,19.80792185,NA,2016,Primary Transit,,,287.057016,49.046021,1233,0,0.94,0.91,NA,5579,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-847 b,NA,0.105,2.3432319,NA,2016,Primary Transit,,,283.504798,49.451015,529,0.15,0.83,0.77,NA,4940,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-848 b,NA,0.152,6.91134416,NA,2016,Primary Transit,,,293.288273,48.811619,797,0.15,1.01,1.2,NA,5695,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Colder than Sun
Kepler-849 b,NA,0.637,394.6244904,NA,2016,Primary Transit,,,290.851779,48.521339,747,0.12,1.23,1.64,NA,6059,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-85 b,0.0465,0.178,8.305992,NA,2013,Primary Transit,,,290.975,45.2903,NA,NA,0.95,0.84,NA,5666,Primary Transit,low mass planet,small planet,low mass star,small star,After 2013,NA,Colder than Sun
Kepler-85 c,0.059,0.197,12.51217,NA,2013,Primary Transit,,,290.975,45.2903,NA,NA,0.95,0.84,NA,5666,Primary Transit,low mass planet,small planet,low mass star,small star,After 2013,NA,Colder than Sun
Kepler-85 d,NA,0.107,17.91323,NA,2014,Primary Transit,,,290.975,45.2903,NA,NA,0.95,0.84,NA,5666,Primary Transit,NA,small planet,low mass star,small star,After 2013,NA,Colder than Sun
Kepler-85 e,NA,0.113,25.216751,NA,2014,Primary Transit,,,290.975,45.2903,NA,NA,0.95,0.84,NA,5666,Primary Transit,NA,small planet,low mass star,small star,After 2013,NA,Colder than Sun
Kepler-850 b,NA,0.159,7.19303878,NA,2016,Primary Transit,,,293.084462,48.57539,1535,0.03,1.06,1.09,NA,5932,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-851 b,NA,0.15,8.50699658,NA,2016,Primary Transit,,,294.680286,49.14016,869,-0.07,0.89,0.85,NA,5455,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-852 b,NA,0.227,44.9309804,NA,2016,Primary Transit,,,297.391593,48.560692,854,0.22,1.19,1.16,NA,6100,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-853 b,NA,0.151,7.16892463,NA,2016,Primary Transit,,,283.936824,49.110325,610,0.07,1.3,1.55,NA,6350,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-854 b,NA,1.492,2.14463285,NA,2016,Primary Transit,,,293.351293,43.13464,741,0.04,1.17,1.27,NA,6179,Primary Transit,NA,large planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-855 b,NA,0.745,7.8866311,NA,2016,Primary Transit,,,295.09499,43.537586,1043,0.06,1.03,1.03,NA,5835,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-856 b,NA,0.83,8.02768059,NA,2016,Primary Transit,,,289.603836,46.314953,1175,0.12,0.96,0.93,NA,5535,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-857 b,NA,0.607,85.35129427,NA,2016,Primary Transit,,,294.632389,43.400467,1039,0.02,0.99,0.99,NA,5773,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-858 b,NA,0.434,76.13602028,NA,2016,Primary Transit,,,288.848631,51.209049,296,-0.04,0.96,0.91,NA,5653,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-859 b,NA,0.276,20.38177573,NA,2016,Primary Transit,,,286.741873,43.190108,915,-0.02,0.81,0.77,NA,5020,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-86 b,NA,0.905,282.5255,0.41,2013,Primary Transit,,,289.7625,51.9625,NA,-0.078,0.94,1,NA,5629,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-860 b,NA,0.289,5.10137945,NA,2016,Primary Transit,,,295.577265,46.254742,1295,0.09,1.04,1.06,NA,5836,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-861 b,NA,0.203,3.94963138,NA,2016,Primary Transit,,,292.353929,46.22628,806,0.01,0.82,0.78,NA,5047,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-862 b,NA,0.197,3.14866453,NA,2016,Primary Transit,,,297.779266,46.492741,806,0.04,0.88,0.84,NA,5333,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-863 b,NA,0.259,15.59461874,NA,2016,Primary Transit,,,297.664523,43.248962,1145,-0.03,0.96,0.95,NA,5678,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-864 b,NA,0.214,5.83376092,NA,2016,Primary Transit,,,285.057092,46.320675,1573,0.04,1,1,NA,5754,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-865 b,NA,0.222,14.16399294,NA,2016,Primary Transit,,,297.724283,43.527435,664,-0.01,0.93,0.92,NA,5570,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-866 b,NA,0.145,2.61703254,NA,2016,Primary Transit,,,290.122337,43.08556,690,-0.07,0.75,0.71,NA,4751,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-867 b,NA,0.414,150.242127,NA,2016,Primary Transit,,,287.285313,51.249981,824,-0.02,0.92,0.91,NA,5541,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-868 b,NA,0.183,5.03251791,NA,2016,Primary Transit,,,282.363512,46.67524,1269,-0.08,0.93,0.89,NA,5614,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
Kepler-869 b,NA,0.322,40.4287755,NA,2016,Primary Transit,,,289.424591,50.994122,957,0.02,0.97,0.95,NA,5664,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
Kepler-87 b,1.02,1.21,114.73709,0.036,2013,Primary Transit,,,297.9167,46.965,NA,-0.17,1.1,1.82,7.5,5600,Primary Transit,high mass planet,large planet,high mass star,large star,After 2013,Metal Poor Star,Colder than Sun
Kepler-87 c,0.0201,0.549,192.363,0.039,2012,Primary Transit,,,297.9167,46.965,NA,-0.17,1.1,1.82,7.5,5600,Primary Transit,low mass planet,small planet,high mass star,large star,2008-2012,Metal Poor Star,Colder than Sun
Kepler-870 b,NA,0.248,21.3587621,NA,2016,Primary Transit,,,295.402544,50.478634,1231,-0.01,1.01,1.02,NA,5857,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
Kepler-871 b,NA,0.334,22.0459018,NA,2016,Primary Transit,,,294.52711,43.36816,1695,0.09,1.11,1.14,NA,5993,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-872 b,NA,0.178,2.57885507,NA,2016,Primary Transit,,,295.417461,43.60564,1114,0.04,1.05,1.08,NA,5902,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-873 b,NA,0.335,20.5533844,NA,2016,Primary Transit,,,296.403212,51.271339,1397,0.07,1.18,1.27,NA,6163,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-874 b,NA,0.352,40.0686727,NA,2016,Primary Transit,,,294.95686,43.014328,1072,0.03,1.09,1.13,NA,6020,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-875 b,NA,0.259,27.5073799,NA,2016,Primary Transit,,,297.3013,43.141888,1244,0.03,1.06,1.11,NA,5958,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
Kepler-876 b,NA,0.128,5.14438011,NA,2016,Primary Transit,,,283.478199,43.383781,735,-0.03,0.81,0.77,NA,5060,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
